ID	Value	ModifyType	Param1Min	Param1Max	Param2Min	Param2Max	Group1	Group2	Group3	Group4	Group5	Group6	Group7	Group8	Group9	Group10
21450	0	atMagicAttackPowerBase	481	481	0	0	0	0	0	0	0	0	0	0	0	0
21451	0	atMagicHitValue	53	53	0	0	0	0	0	0	0	0	0	0	0	0
21452	0	atMagicAttackPowerBase	436	436	0	0	0	0	0	0	0	0	0	0	0	0
21453	0	atAllTypeCriticalDamagePowerBase	26	26	0	0	0	0	0	0	0	0	0	0	0	0
21454	0	atMagicAttackPowerBase	387	387	0	0	0	0	0	0	0	0	0	0	0	0
21455	0	atMagicAttackPowerBase	426	426	0	0	0	0	0	0	0	0	0	0	0	0
21456	0	atMagicAttackPowerBase	561	561	0	0	0	0	0	0	0	0	0	0	0	0
21457	0	atParryValueBase	1330	1330	0	0	0	0	0	0	0	0	0	0	0	0
21458	0	atMagicAttackPowerBase	474	474	0	0	0	0	0	0	0	0	0	0	0	0
21459	0	atSolarAttackPowerBase	330	330	0	0	0	0	0	0	0	0	0	0	0	0
21460	0	atVitalityBase	727	727	0	0	0	0	0	0	0	0	0	0	0	0
21461	0	atDecriticalDamagePowerBase	182	182	0	0	0	0	0	0	0	0	0	0	0	0
21462	0	atNeutralAttackPowerBase	1150	1150	0	0	0	0	0	0	0	0	0	0	0	0
21463	0	atTherapyPowerBase	1663	1663	0	0	0	0	0	0	0	0	0	0	0	0
21464	0	atLunarAttackPowerBase	1150	1150	0	0	0	0	0	0	0	0	0	0	0	0
21465	0	atPoisonAttackPowerBase	1150	1150	0	0	0	0	0	0	0	0	0	0	0	0
21466	0	atSolarAttackPowerBase	1150	1150	0	0	0	0	0	0	0	0	0	0	0	0
21467	0	atPoisonAttackPowerBase	1253	1253	0	0	0	0	0	0	0	0	0	0	0	0
21468	0	atNeutralAttackPowerBase	1236	1236	0	0	0	0	0	0	0	0	0	0	0	0
21469	0	atNeutralOvercomeBase	177	177	0	0	0	0	0	0	0	0	0	0	0	0
21470	0	atTherapyPowerBase	1559	1559	0	0	0	0	0	0	0	0	0	0	0	0
21471	0	atNeutralAttackPowerBase	1253	1253	0	0	0	0	0	0	0	0	0	0	0	0
21472	0	atTherapyPowerBase	1390	1390	0	0	0	0	0	0	0	0	0	0	0	0
21473	0	atSolarAttackPowerBase	1236	1236	0	0	0	0	0	0	0	0	0	0	0	0
21474	0	atSolarOvercomeBase	177	177	0	0	0	0	0	0	0	0	0	0	0	0
21475	0	atSolarAttackPowerBase	1253	1253	0	0	0	0	0	0	0	0	0	0	0	0
21476	0	atPhysicsAttackPowerBase	1101	1101	0	0	0	0	0	0	0	0	0	0	0	0
21477	0	atNeutralAttackPowerBase	1321	1321	0	0	0	0	0	0	0	0	0	0	0	0
21478	0	atLunarAttackPowerBase	1236	1236	0	0	0	0	0	0	0	0	0	0	0	0
21479	0	atLunarOvercomeBase	177	177	0	0	0	0	0	0	0	0	0	0	0	0
21480	0	atLunarAttackPowerBase	1321	1321	0	0	0	0	0	0	0	0	0	0	0	0
21481	0	atPoisonAttackPowerBase	1321	1321	0	0	0	0	0	0	0	0	0	0	0	0
21482	0	atSolarAndLunarAttackPowerBase	1029	1029	0	0	0	0	0	0	0	0	0	0	0	0
21483	0	atSolarAndLunarOvercomeBase	295	295	0	0	0	0	0	0	0	0	0	0	0	0
21484	0	atSolarAndLunarAttackPowerBase	1058	1058	0	0	0	0	0	0	0	0	0	0	0	0
21485	0	atSolarAndLunarCriticalStrike	190	190	0	0	0	0	0	0	0	0	0	0	0	0
21486	0	atSolarAttackPowerBase	294	294	0	0	0	0	0	0	0	0	0	0	0	0
21487	0	atSolarAndLunarAttackPowerBase	294	294	0	0	0	0	0	0	0	0	0	0	0	0
21488	0	atVitalityBase	579	579	0	0	0	0	0	0	0	0	0	0	0	0
21489	0	atStrengthBase	227	227	0	0	0	0	0	0	0	0	0	0	0	0
21490	0	atPhysicsAttackPowerBase	982	982	0	0	0	0	0	0	0	0	0	0	0	0
21491	0	atSpunkBase	227	227	0	0	0	0	0	0	0	0	0	0	0	0
21492	0	atPoisonAttackPowerBase	1179	1179	0	0	0	0	0	0	0	0	0	0	0	0
21493	0	atPoisonOvercomeBase	169	169	0	0	0	0	0	0	0	0	0	0	0	0
21494	0	atPhysicsAttackPowerBase	996	996	0	0	0	0	0	0	0	0	0	0	0	0
21495	0	atPoisonAttackPowerBase	1195	1195	0	0	0	0	0	0	0	0	0	0	0	0
21496	0	atNeutralAttackPowerBase	1179	1179	0	0	0	0	0	0	0	0	0	0	0	0
21497	0	atNeutralOvercomeBase	169	169	0	0	0	0	0	0	0	0	0	0	0	0
21498	0	atNeutralAttackPowerBase	1195	1195	0	0	0	0	0	0	0	0	0	0	0	0
21499	0	atSolarAttackPowerBase	1179	1179	0	0	0	0	0	0	0	0	0	0	0	0
21500	0	atSolarOvercomeBase	169	169	0	0	0	0	0	0	0	0	0	0	0	0
21501	0	atSolarAttackPowerBase	1195	1195	0	0	0	0	0	0	0	0	0	0	0	0
21502	0	atPhysicsAttackPowerBase	1050	1050	0	0	0	0	0	0	0	0	0	0	0	0
21503	0	atNeutralAttackPowerBase	1260	1260	0	0	0	0	0	0	0	0	0	0	0	0
21504	0	atLunarAttackPowerBase	1179	1179	0	0	0	0	0	0	0	0	0	0	0	0
21505	0	atLunarOvercomeBase	169	169	0	0	0	0	0	0	0	0	0	0	0	0
21506	0	atLunarAttackPowerBase	1260	1260	0	0	0	0	0	0	0	0	0	0	0	0
21507	0	atPoisonAttackPowerBase	1260	1260	0	0	0	0	0	0	0	0	0	0	0	0
21508	0	atSolarAndLunarAttackPowerBase	982	982	0	0	0	0	0	0	0	0	0	0	0	0
21509	0	atSolarAndLunarOvercomeBase	282	282	0	0	0	0	0	0	0	0	0	0	0	0
21510	0	atSolarAndLunarAttackPowerBase	1009	1009	0	0	0	0	0	0	0	0	0	0	0	0
21511	0	atSolarAndLunarCriticalStrike	181	181	0	0	0	0	0	0	0	0	0	0	0	0
21512	0	atMagicOvercome	193	193	0	0	0	0	0	0	0	0	0	0	0	0
21513	0	atAllTypeCriticalDamagePowerBase	97	97	0	0	0	0	0	0	0	0	0	0	0	0
21514	0	atNeutralAttackPowerBase	1158	1158	0	0	0	0	0	0	0	0	0	0	0	0
21515	0	atNeutralOvercomeBase	199	199	0	0	0	0	0	0	0	0	0	0	0	0
21516	0	atTherapyPowerBase	1330	1330	0	0	0	0	0	0	0	0	0	0	0	0
21517	0	atSolarAttackPowerBase	1158	1158	0	0	0	0	0	0	0	0	0	0	0	0
21518	0	atSolarOvercomeBase	199	199	0	0	0	0	0	0	0	0	0	0	0	0
21519	0	atPhysicsAttackPowerBase	965	965	0	0	0	0	0	0	0	0	0	0	0	0
21520	0	atLunarAttackPowerBase	1158	1158	0	0	0	0	0	0	0	0	0	0	0	0
21521	0	atLunarOvercomeBase	199	199	0	0	0	0	0	0	0	0	0	0	0	0
21522	0	atPoisonAttackPowerBase	1158	1158	0	0	0	0	0	0	0	0	0	0	0	0
21523	0	atPoisonOvercomeBase	199	199	0	0	0	0	0	0	0	0	0	0	0	0
21524	0	atDodge	250	250	0	0	0	0	0	0	0	0	0	0	0	0
21525	0	atSolarAndLunarAttackPowerBase	1019	1019	0	0	0	0	0	0	0	0	0	0	0	0
21526	0	atSolarAndLunarOvercomeBase	301	301	0	0	0	0	0	0	0	0	0	0	0	0
21527	0	atMagicAttackPowerBase	743	743	0	0	0	0	0	0	0	0	0	0	0	0
21528	0	atMagicOvercome	199	199	0	0	0	0	0	0	0	0	0	0	0	0
21529	0	atVitalityBase	862	862	0	0	0	0	0	0	0	0	0	0	0	0
21530	0	atParryValueBase	4093	4093	0	0	0	0	0	0	0	0	0	0	0	0
21531	0	atVitalityBase	627	627	0	0	0	0	0	0	0	0	0	0	0	0
21532	0	atTherapyPowerBase	2184	2184	0	0	0	0	0	0	0	0	0	0	0	0
21533	0	atSpunkBase	295	295	0	0	0	0	0	0	0	0	0	0	0	0
21534	0	atSolarAndLunarAttackPowerBase	1352	1352	0	0	0	0	0	0	0	0	0	0	0	0
21535	0	atSolarAndLunarOvercomeBase	190	190	0	0	0	0	0	0	0	0	0	0	0	0
21536	0	atSolarAndLunarHitValue	143	143	0	0	0	0	0	0	0	0	0	0	0	0
21537	0	atVitalityBase	892	892	0	0	0	0	0	0	0	0	0	0	0	0
21538	0	atParryValueBase	4234	4234	0	0	0	0	0	0	0	0	0	0	0	0
21539	0	atTherapyPowerBase	2260	2260	0	0	0	0	0	0	0	0	0	0	0	0
21540	0	atHasteBase	146	146	0	0	0	0	0	0	0	0	0	0	0	0
21541	0	atSpunkBase	305	305	0	0	0	0	0	0	0	0	0	0	0	0
21542	0	atSolarAndLunarAttackPowerBase	1399	1399	0	0	0	0	0	0	0	0	0	0	0	0
21543	0	atSolarAndLunarCriticalStrike	123	123	0	0	0	0	0	0	0	0	0	0	0	0
21544	0	atSolarAndLunarOvercomeBase	197	197	0	0	0	0	0	0	0	0	0	0	0	0
21545	0	atNeutralAttackPowerBase	1256	1256	0	0	0	0	0	0	0	0	0	0	0	0
21546	0	atHasteBase	158	158	0	0	0	0	0	0	0	0	0	0	0	0
21547	0	atParryBase	285	285	0	0	0	0	0	0	0	0	0	0	0	0
21548	0	atParryValueBase	2947	2947	0	0	0	0	0	0	0	0	0	0	0	0
21549	0	atSolarAttackPowerBase	1378	1378	0	0	0	0	0	0	0	0	0	0	0	0
21550	0	atPhysicsAttackPowerBase	1085	1085	0	0	0	0	0	0	0	0	0	0	0	0
21551	0	atNeutralAttackPowerBase	1301	1301	0	0	0	0	0	0	0	0	0	0	0	0
21552	0	atPhysicsAttackPowerBase	1148	1148	0	0	0	0	0	0	0	0	0	0	0	0
21553	0	atLunarAttackPowerBase	1378	1378	0	0	0	0	0	0	0	0	0	0	0	0
21554	0	atTherapyPowerBase	1996	1996	0	0	0	0	0	0	0	0	0	0	0	0
21555	0	atPoisonAttackPowerBase	1256	1256	0	0	0	0	0	0	0	0	0	0	0	0
21556	0	atPhysicsAttackPowerBase	1046	1046	0	0	0	0	0	0	0	0	0	0	0	0
21557	0	atSolarAndLunarAttackPowerBase	1252	1252	0	0	0	0	0	0	0	0	0	0	0	0
21558	0	atNeutralAttackPowerBase	1415	1415	0	0	0	0	0	0	0	0	0	0	0	0
21559	0	atNeutralOvercomeBase	209	209	0	0	0	0	0	0	0	0	0	0	0	0
21560	0	atTherapyPowerBase	2096	2096	0	0	0	0	0	0	0	0	0	0	0	0
21561	0	atSolarAttackPowerBase	1415	1415	0	0	0	0	0	0	0	0	0	0	0	0
21562	0	atSolarOvercomeBase	209	209	0	0	0	0	0	0	0	0	0	0	0	0
21563	0	atVitalityBase	782	782	0	0	0	0	0	0	0	0	0	0	0	0
21564	0	atVitalityBase	529	529	0	0	0	0	0	0	0	0	0	0	0	0
21565	0	atNeutralAttackPowerBase	1436	1436	0	0	0	0	0	0	0	0	0	0	0	0
21566	0	atNeutralOvercomeBase	212	212	0	0	0	0	0	0	0	0	0	0	0	0
21567	0	atAgilityBase	249	249	0	0	0	0	0	0	0	0	0	0	0	0
21568	0	atPhysicsAttackPowerBase	1197	1197	0	0	0	0	0	0	0	0	0	0	0	0
21569	0	atStrengthBase	249	249	0	0	0	0	0	0	0	0	0	0	0	0
21570	0	atLunarAttackPowerBase	1415	1415	0	0	0	0	0	0	0	0	0	0	0	0
21571	0	atLunarOvercomeBase	209	209	0	0	0	0	0	0	0	0	0	0	0	0
21572	0	atHasteBase	209	209	0	0	0	0	0	0	0	0	0	0	0	0
21573	0	atPhysicsAttackPowerBase	1179	1179	0	0	0	0	0	0	0	0	0	0	0	0
21574	0	atPoisonAttackPowerBase	1415	1415	0	0	0	0	0	0	0	0	0	0	0	0
21575	0	atPoisonOvercomeBase	209	209	0	0	0	0	0	0	0	0	0	0	0	0
21576	0	atVitalityBase	717	717	0	0	0	0	0	0	0	0	0	0	0	0
21577	0	atDodge	329	329	0	0	0	0	0	0	0	0	0	0	0	0
21578	0	atSpunkBase	249	249	0	0	0	0	0	0	0	0	0	0	0	0
21579	0	atSolarAndLunarAttackPowerBase	1196	1196	0	0	0	0	0	0	0	0	0	0	0	0
21580	0	atSolarAndLunarOvercomeBase	321	321	0	0	0	0	0	0	0	0	0	0	0	0
21581	0	atSolarAndLunarAttackPowerBase	1178	1178	0	0	0	0	0	0	0	0	0	0	0	0
21582	0	atSolarAndLunarOvercomeBase	316	316	0	0	0	0	0	0	0	0	0	0	0	0
21583	0	atMagicAttackPowerBase	470	470	0	0	0	0	0	0	0	0	0	0	0	0
21584	0	atMagicAttackPowerBase	442	442	0	0	0	0	0	0	0	0	0	0	0	0
21585	0	atSpunkBase	266	266	0	0	0	0	0	0	0	0	0	0	0	0
21586	0	atSolarAttackPowerBase	1537	1537	0	0	0	0	0	0	0	0	0	0	0	0
21587	0	atSolarOvercomeBase	227	227	0	0	0	0	0	0	0	0	0	0	0	0
21588	0	atMagicShield	231	231	0	0	0	0	0	0	0	0	0	0	0	0
21589	0	atNeutralAttackPowerBase	1537	1537	0	0	0	0	0	0	0	0	0	0	0	0
21590	0	atNeutralOvercomeBase	227	227	0	0	0	0	0	0	0	0	0	0	0	0
21591	0	atTherapyPowerBase	1898	1898	0	0	0	0	0	0	0	0	0	0	0	0
21592	0	atHasteBase	227	227	0	0	0	0	0	0	0	0	0	0	0	0
21593	0	atStrengthBase	266	266	0	0	0	0	0	0	0	0	0	0	0	0
21594	0	atPhysicsAttackPowerBase	1281	1281	0	0	0	0	0	0	0	0	0	0	0	0
21595	0	atAgilityBase	266	266	0	0	0	0	0	0	0	0	0	0	0	0
21596	0	atLunarAttackPowerBase	1537	1537	0	0	0	0	0	0	0	0	0	0	0	0
21597	0	atLunarOvercomeBase	227	227	0	0	0	0	0	0	0	0	0	0	0	0
21598	0	atPoisonAttackPowerBase	1537	1537	0	0	0	0	0	0	0	0	0	0	0	0
21599	0	atPoisonOvercomeBase	227	227	0	0	0	0	0	0	0	0	0	0	0	0
21600	0	atSolarAndLunarAttackPowerBase	1280	1280	0	0	0	0	0	0	0	0	0	0	0	0
21601	0	atSolarAndLunarOvercomeBase	344	344	0	0	0	0	0	0	0	0	0	0	0	0
21602	0	atSolarAttackPowerBase	1576	1576	0	0	0	0	0	0	0	0	0	0	0	0
21603	0	atVitalityBase	850	850	0	0	0	0	0	0	0	0	0	0	0	0
21604	0	atNeutralAttackPowerBase	1576	1576	0	0	0	0	0	0	0	0	0	0	0	0
21605	0	atTherapyPowerBase	2277	2277	0	0	0	0	0	0	0	0	0	0	0	0
21606	0	atPhysicsAttackPowerBase	1313	1313	0	0	0	0	0	0	0	0	0	0	0	0
21607	0	atNeutralAttackPowerBase	1634	1634	0	0	0	0	0	0	0	0	0	0	0	0
21608	0	atPhysicsAttackPowerBase	1361	1361	0	0	0	0	0	0	0	0	0	0	0	0
21609	0	atLunarAttackPowerBase	1634	1634	0	0	0	0	0	0	0	0	0	0	0	0
21610	0	atPoisonAttackPowerBase	1634	1634	0	0	0	0	0	0	0	0	0	0	0	0
21611	0	atPoisonCriticalStrike	136	136	0	0	0	0	0	0	0	0	0	0	0	0
21612	0	atPoisonHitValue	164	164	0	0	0	0	0	0	0	0	0	0	0	0
21613	0	atPoisonAttackPowerBase	1576	1576	0	0	0	0	0	0	0	0	0	0	0	0
21614	0	atSolarAttackPowerBase	1634	1634	0	0	0	0	0	0	0	0	0	0	0	0
21615	0	atSolarAndLunarAttackPowerBase	1338	1338	0	0	0	0	0	0	0	0	0	0	0	0
21616	0	atSolarAndLunarCriticalStrike	258	258	0	0	0	0	0	0	0	0	0	0	0	0
21617	0	atSolarAndLunarHitValue	258	258	0	0	0	0	0	0	0	0	0	0	0	0
21618	0	atSolarAndLunarHitValue	206	206	0	0	0	0	0	0	0	0	0	0	0	0
21619	0	atMagicAttackPowerBase	489	489	0	0	0	0	0	0	0	0	0	0	0	0
21620	0	atMagicHitValue	85	85	0	0	0	0	0	0	0	0	0	0	0	0
21621	0	atMagicAttackPowerBase	459	459	0	0	0	0	0	0	0	0	0	0	0	0
21622	0	atSpunkBase	277	277	0	0	0	0	0	0	0	0	0	0	0	0
21623	0	atSolarAttackPowerBase	1597	1597	0	0	0	0	0	0	0	0	0	0	0	0
21624	0	atSolarOvercomeBase	235	235	0	0	0	0	0	0	0	0	0	0	0	0
21625	0	atVitalityBase	809	809	0	0	0	0	0	0	0	0	0	0	0	0
21626	0	atParryBase	371	371	0	0	0	0	0	0	0	0	0	0	0	0
21627	0	atParryValueBase	3841	3841	0	0	0	0	0	0	0	0	0	0	0	0
21628	0	atNeutralAttackPowerBase	1597	1597	0	0	0	0	0	0	0	0	0	0	0	0
21629	0	atNeutralOvercomeBase	235	235	0	0	0	0	0	0	0	0	0	0	0	0
21630	0	atTherapyPowerBase	1971	1971	0	0	0	0	0	0	0	0	0	0	0	0
21631	0	atHasteBase	235	235	0	0	0	0	0	0	0	0	0	0	0	0
21632	0	atStrengthBase	277	277	0	0	0	0	0	0	0	0	0	0	0	0
21633	0	atPhysicsAttackPowerBase	1331	1331	0	0	0	0	0	0	0	0	0	0	0	0
21634	0	atAgilityBase	277	277	0	0	0	0	0	0	0	0	0	0	0	0
21635	0	atLunarAttackPowerBase	1597	1597	0	0	0	0	0	0	0	0	0	0	0	0
21636	0	atLunarOvercomeBase	235	235	0	0	0	0	0	0	0	0	0	0	0	0
21637	0	atPoisonAttackPowerBase	1597	1597	0	0	0	0	0	0	0	0	0	0	0	0
21638	0	atPoisonOvercomeBase	235	235	0	0	0	0	0	0	0	0	0	0	0	0
21639	0	atSolarAndLunarAttackPowerBase	1329	1329	0	0	0	0	0	0	0	0	0	0	0	0
21640	0	atSolarAndLunarOvercomeBase	357	357	0	0	0	0	0	0	0	0	0	0	0	0
21641	0	atSolarAttackPowerBase	1637	1637	0	0	0	0	0	0	0	0	0	0	0	0
21642	0	atSolarCriticalStrike	177	177	0	0	0	0	0	0	0	0	0	0	0	0
21643	0	atMagicShield	309	309	0	0	0	0	0	0	0	0	0	0	0	0
21644	0	atNeutralAttackPowerBase	1637	1637	0	0	0	0	0	0	0	0	0	0	0	0
21645	0	atTherapyPowerBase	2365	2365	0	0	0	0	0	0	0	0	0	0	0	0
21646	0	atPhysicsAttackPowerBase	1364	1364	0	0	0	0	0	0	0	0	0	0	0	0
21647	0	atNeutralAttackPowerBase	1696	1696	0	0	0	0	0	0	0	0	0	0	0	0
21648	0	atPhysicsAttackPowerBase	1414	1414	0	0	0	0	0	0	0	0	0	0	0	0
21649	0	atLunarAttackPowerBase	1696	1696	0	0	0	0	0	0	0	0	0	0	0	0
21650	0	atPoisonAttackPowerBase	1696	1696	0	0	0	0	0	0	0	0	0	0	0	0
21651	0	atPoisonHitValue	171	171	0	0	0	0	0	0	0	0	0	0	0	0
21652	0	atPoisonAttackPowerBase	1637	1637	0	0	0	0	0	0	0	0	0	0	0	0
21653	0	atSolarAttackPowerBase	1696	1696	0	0	0	0	0	0	0	0	0	0	0	0
21654	0	atSolarAndLunarAttackPowerBase	1390	1390	0	0	0	0	0	0	0	0	0	0	0	0
21655	0	atSolarAndLunarCriticalStrike	268	268	0	0	0	0	0	0	0	0	0	0	0	0
21656	0	atSolarAndLunarHitValue	268	268	0	0	0	0	0	0	0	0	0	0	0	0
21657	0	atMagicAttackPowerBase	414	414	0	0	0	0	0	0	0	0	0	0	0	0
21658	0	atAllTypeCriticalDamagePowerBase	25	25	0	0	0	0	0	0	0	0	0	0	0	0
21659	0	atSpunkBase	234	234	0	0	0	0	0	0	0	0	0	0	0	0
21660	0	atSolarAttackPowerBase	1385	1385	0	0	0	0	0	0	0	0	0	0	0	0
21661	0	atNeutralAttackPowerBase	1385	1385	0	0	0	0	0	0	0	0	0	0	0	0
21662	0	atTherapyPowerBase	2002	2002	0	0	0	0	0	0	0	0	0	0	0	0
21663	0	atStrengthBase	234	234	0	0	0	0	0	0	0	0	0	0	0	0
21664	0	atPhysicsAttackPowerBase	1155	1155	0	0	0	0	0	0	0	0	0	0	0	0
21665	0	atAgilityBase	234	234	0	0	0	0	0	0	0	0	0	0	0	0
21666	0	atLunarAttackPowerBase	1436	1436	0	0	0	0	0	0	0	0	0	0	0	0
21667	0	atPoisonAttackPowerBase	1436	1436	0	0	0	0	0	0	0	0	0	0	0	0
21668	0	atPoisonAttackPowerBase	1385	1385	0	0	0	0	0	0	0	0	0	0	0	0
21669	0	atSolarAttackPowerBase	1436	1436	0	0	0	0	0	0	0	0	0	0	0	0
21670	0	atSolarAndLunarAttackPowerBase	1177	1177	0	0	0	0	0	0	0	0	0	0	0	0
21671	0	atSolarAndLunarCriticalStrike	189	189	0	0	0	0	0	0	0	0	0	0	0	0
21672	0	atMagicAttackPowerBase	429	429	0	0	0	0	0	0	0	0	0	0	0	0
21673	0	atMagicAttackPowerBase	402	402	0	0	0	0	0	0	0	0	0	0	0	0
21674	0	atSolarAttackPowerBase	1435	1435	0	0	0	0	0	0	0	0	0	0	0	0
21675	0	atVitalityBase	645	645	0	0	0	0	0	0	0	0	0	0	0	0
21676	0	atNeutralAttackPowerBase	1435	1435	0	0	0	0	0	0	0	0	0	0	0	0
21677	0	atTherapyPowerBase	2281	2281	0	0	0	0	0	0	0	0	0	0	0	0
21678	0	atStrengthBase	243	243	0	0	0	0	0	0	0	0	0	0	0	0
21679	0	atPhysicsAttackPowerBase	1196	1196	0	0	0	0	0	0	0	0	0	0	0	0
21680	0	atNeutralAttackPowerBase	1488	1488	0	0	0	0	0	0	0	0	0	0	0	0
21681	0	atAgilityBase	243	243	0	0	0	0	0	0	0	0	0	0	0	0
21682	0	atPhysicsAttackPowerBase	1240	1240	0	0	0	0	0	0	0	0	0	0	0	0
21683	0	atLunarAttackPowerBase	1488	1488	0	0	0	0	0	0	0	0	0	0	0	0
21684	0	atPoisonAttackPowerBase	1488	1488	0	0	0	0	0	0	0	0	0	0	0	0
21685	0	atPoisonAttackPowerBase	1435	1435	0	0	0	0	0	0	0	0	0	0	0	0
21686	0	atSolarAttackPowerBase	1488	1488	0	0	0	0	0	0	0	0	0	0	0	0
21687	0	atSolarAndLunarAttackPowerBase	1219	1219	0	0	0	0	0	0	0	0	0	0	0	0
21688	0	atMagicAttackPowerBase	458	458	0	0	0	0	0	0	0	0	0	0	0	0
21689	0	atMagicHitValue	69	69	0	0	0	0	0	0	0	0	0	0	0	0
21690	0	atMagicAttackPowerBase	430	430	0	0	0	0	0	0	0	0	0	0	0	0
21691	0	atSpunkBase	260	260	0	0	0	0	0	0	0	0	0	0	0	0
21692	0	atSolarAttackPowerBase	1535	1535	0	0	0	0	0	0	0	0	0	0	0	0
21693	0	atVitalityBase	759	759	0	0	0	0	0	0	0	0	0	0	0	0
21694	0	atMagicShield	290	290	0	0	0	0	0	0	0	0	0	0	0	0
21695	0	atNeutralAttackPowerBase	1535	1535	0	0	0	0	0	0	0	0	0	0	0	0
21696	0	atTherapyPowerBase	2219	2219	0	0	0	0	0	0	0	0	0	0	0	0
21697	0	atStrengthBase	260	260	0	0	0	0	0	0	0	0	0	0	0	0
21698	0	atPhysicsAttackPowerBase	1280	1280	0	0	0	0	0	0	0	0	0	0	0	0
21699	0	atNeutralAttackPowerBase	1592	1592	0	0	0	0	0	0	0	0	0	0	0	0
21700	0	atPhysicsAttackPowerBase	1326	1326	0	0	0	0	0	0	0	0	0	0	0	0
21701	0	atLunarAttackPowerBase	1592	1592	0	0	0	0	0	0	0	0	0	0	0	0
21702	0	atPoisonAttackPowerBase	1592	1592	0	0	0	0	0	0	0	0	0	0	0	0
21703	0	atPoisonHitValue	138	138	0	0	0	0	0	0	0	0	0	0	0	0
21704	0	atPoisonAttackPowerBase	1535	1535	0	0	0	0	0	0	0	0	0	0	0	0
21705	0	atSolarAttackPowerBase	1592	1592	0	0	0	0	0	0	0	0	0	0	0	0
21706	0	atSolarAndLunarAttackPowerBase	1304	1304	0	0	0	0	0	0	0	0	0	0	0	0
21707	0	atSolarAndLunarCriticalStrike	209	209	0	0	0	0	0	0	0	0	0	0	0	0
21708	0	atSolarAndLunarHitValue	193	193	0	0	0	0	0	0	0	0	0	0	0	0
21709	0	atSolarAttackPowerBase	1732	1732	0	0	0	0	0	0	0	0	0	0	0	0
21710	0	atMagicShield	327	327	0	0	0	0	0	0	0	0	0	0	0	0
21711	0	atHasteBase	218	218	0	0	0	0	0	0	0	0	0	0	0	0
21712	0	atNeutralAttackPowerBase	1732	1732	0	0	0	0	0	0	0	0	0	0	0	0
21713	0	atTherapyPowerBase	2502	2502	0	0	0	0	0	0	0	0	0	0	0	0
21714	0	atStrengthBase	293	293	0	0	0	0	0	0	0	0	0	0	0	0
21715	0	atPhysicsAttackPowerBase	1443	1443	0	0	0	0	0	0	0	0	0	0	0	0
21716	0	atParryBase	393	393	0	0	0	0	0	0	0	0	0	0	0	0
21717	0	atParryValueBase	4064	4064	0	0	0	0	0	0	0	0	0	0	0	0
21718	0	atNeutralAttackPowerBase	1795	1795	0	0	0	0	0	0	0	0	0	0	0	0
21719	0	atAgilityBase	293	293	0	0	0	0	0	0	0	0	0	0	0	0
21720	0	atPhysicsAttackPowerBase	1496	1496	0	0	0	0	0	0	0	0	0	0	0	0
21721	0	atLunarAttackPowerBase	1795	1795	0	0	0	0	0	0	0	0	0	0	0	0
21722	0	atPoisonAttackPowerBase	1795	1795	0	0	0	0	0	0	0	0	0	0	0	0
21723	0	atPoisonHitValue	156	156	0	0	0	0	0	0	0	0	0	0	0	0
21724	0	atPoisonAttackPowerBase	1732	1732	0	0	0	0	0	0	0	0	0	0	0	0
21725	0	atSolarAttackPowerBase	1795	1795	0	0	0	0	0	0	0	0	0	0	0	0
21726	0	atSolarAndLunarAttackPowerBase	1471	1471	0	0	0	0	0	0	0	0	0	0	0	0
21727	0	atSolarAndLunarCriticalStrike	236	236	0	0	0	0	0	0	0	0	0	0	0	0
21728	0	atSolarAndLunarHitValue	236	236	0	0	0	0	0	0	0	0	0	0	0	0
21729	0	atVitalityBase	792	792	0	0	0	0	0	0	0	0	0	0	0	0
21730	0	atSpunkBase	325	325	0	0	0	0	0	0	0	0	0	0	0	0
21731	0	atVitalityBase	576	576	0	0	0	0	0	0	0	0	0	0	0	0
21732	0	atTherapyPowerBase	2546	2546	0	0	0	0	0	0	0	0	0	0	0	0
21733	0	atStrengthBase	325	325	0	0	0	0	0	0	0	0	0	0	0	0
21734	0	atSpiritBase	455	455	0	0	0	0	0	0	0	0	0	0	0	0
21735	0	atAgilityBase	325	325	0	0	0	0	0	0	0	0	0	0	0	0
21736	0	atMagicAttackPowerBase	491	491	0	0	0	0	0	0	0	0	0	0	0	0
21737	0	atVitalityBase	867	867	0	0	0	0	0	0	0	0	0	0	0	0
21738	0	atSpunkBase	356	356	0	0	0	0	0	0	0	0	0	0	0	0
21739	0	atTherapyPowerBase	2534	2534	0	0	0	0	0	0	0	0	0	0	0	0
21740	0	atStrengthBase	356	356	0	0	0	0	0	0	0	0	0	0	0	0
21741	0	atSpiritBase	498	498	0	0	0	0	0	0	0	0	0	0	0	0
21742	0	atAgilityBase	356	356	0	0	0	0	0	0	0	0	0	0	0	0
21743	0	atSpunkBase	351	351	0	0	0	0	0	0	0	0	0	0	0	0
21744	0	atStrengthBase	351	351	0	0	0	0	0	0	0	0	0	0	0	0
21745	0	atSpiritBase	492	492	0	0	0	0	0	0	0	0	0	0	0	0
21746	0	atAgilityBase	351	351	0	0	0	0	0	0	0	0	0	0	0	0
21747	0	atMagicAttackPowerBase	485	485	0	0	0	0	0	0	0	0	0	0	0	0
21748	0	atTherapyPowerBase	2787	2787	0	0	0	0	0	0	0	0	0	0	0	0
21749	0	atMagicAttackPowerBase	511	511	0	0	0	0	0	0	0	0	0	0	0	0
