ID	Name	UIID	AttriName	Attribute1ID	Attribute1Value1	Attribute1Value2	Score	DiamondType1	Compare1	DiamondCount1	DiamondIntensity1	Attribute2ID	Attribute2Value1	Attribute2Value2	DiamondType2	Compare2	DiamondCount2	DiamondIntensity2	Attribute3ID	Attribute3Value1	Attribute3Value2	DiamondType3	Compare3	DiamondCount3	DiamondIntensity3	ScriptName	Attribute4ID	Attribute4Value1	Attribute4Value2	RepresentIndex	RepresentID	Time	DestItemSubType	TabType	TabIndex	PackageSize	MapInvalidMask	BelongKungfuID
3294	彩·大御·霹雳·混沌(叁)	32865		atToughnessBase	366	366	0	5	3	9	30	atNeutralCriticalDamagePowerBase	1463	1463	5	3	10	55	atNeutralOvercomeBase	2925	2925	5	3	12	67									5	14866			
3295	彩·大御·霹雳·混沌(肆)	32866		atToughnessBase	488	488	0	5	3	11	40	atNeutralCriticalDamagePowerBase	1950	1950	5	3	12	60	atNeutralOvercomeBase	3900	3900	5	3	14	72									5	14867			
3296	彩·大御·霹雳·混沌(伍)	32867		atToughnessBase	609	609	0	5	3	13	45	atNeutralCriticalDamagePowerBase	2438	2438	5	3	14	75	atNeutralOvercomeBase	4875	4875	5	3	16	90									5	14868			
3297	彩·大御·霹雳·混沌(陆)	32868		atToughnessBase	731	731	0	5	3	14	50	atNeutralCriticalDamagePowerBase	2925	2925	5	3	16	90	atNeutralOvercomeBase	5850	5850	5	3	18	108									5	0			
3298	彩·大御·杯雪·霜冷(壹)	32869		atToughnessBase	122	122	0	5	3	5	10	atLunarCriticalDamagePowerBase	488	488	5	3	6	45	atLunarAttackPowerBase	295	295	5	3	8	57									5	14870			
3299	彩·大御·杯雪·霜冷(贰)	32870		atToughnessBase	244	244	0	5	3	7	20	atLunarCriticalDamagePowerBase	975	975	5	3	8	50	atLunarAttackPowerBase	589	589	5	3	10	62									5	14871			
3300	彩·大御·杯雪·霜冷(叁)	32871		atToughnessBase	366	366	0	5	3	9	30	atLunarCriticalDamagePowerBase	1463	1463	5	3	10	55	atLunarAttackPowerBase	884	884	5	3	12	67									5	14872			
3301	彩·大御·杯雪·霜冷(肆)	32872		atToughnessBase	488	488	0	5	3	11	40	atLunarCriticalDamagePowerBase	1950	1950	5	3	12	60	atLunarAttackPowerBase	1178	1178	5	3	14	72									5	14873			
3302	彩·大御·杯雪·霜冷(伍)	32873		atToughnessBase	609	609	0	5	3	13	45	atLunarCriticalDamagePowerBase	2438	2438	5	3	14	75	atLunarAttackPowerBase	1473	1473	5	3	16	90									5	14874			
3303	彩·大御·杯雪·霜冷(陆)	32874		atToughnessBase	731	731	0	5	3	14	50	atLunarCriticalDamagePowerBase	2925	2925	5	3	16	90	atLunarAttackPowerBase	1768	1768	5	3	18	108									5	0			
3304	彩·大御·杯雪·冻髓(壹)	32875		atToughnessBase	122	122	0	5	3	5	10	atLunarCriticalDamagePowerBase	488	488	5	3	6	45	atLunarOvercomeBase	975	975	5	3	8	57									5	14876			
3305	彩·大御·杯雪·冻髓(贰)	32876		atToughnessBase	244	244	0	5	3	7	20	atLunarCriticalDamagePowerBase	975	975	5	3	8	50	atLunarOvercomeBase	1950	1950	5	3	10	62									5	14877			
3306	彩·大御·杯雪·冻髓(叁)	32877		atToughnessBase	366	366	0	5	3	9	30	atLunarCriticalDamagePowerBase	1463	1463	5	3	10	55	atLunarOvercomeBase	2925	2925	5	3	12	67									5	14878			
3307	彩·大御·杯雪·冻髓(肆)	32878		atToughnessBase	488	488	0	5	3	11	40	atLunarCriticalDamagePowerBase	1950	1950	5	3	12	60	atLunarOvercomeBase	3900	3900	5	3	14	72									5	14879			
3308	彩·大御·杯雪·冻髓(伍)	32879		atToughnessBase	609	609	0	5	3	13	45	atLunarCriticalDamagePowerBase	2438	2438	5	3	14	75	atLunarOvercomeBase	4875	4875	5	3	16	90									5	14880			
3309	彩·大御·杯雪·冻髓(陆)	32880		atToughnessBase	731	731	0	5	3	14	50	atLunarCriticalDamagePowerBase	2925	2925	5	3	16	90	atLunarOvercomeBase	5850	5850	5	3	18	108									5	0			
3310	彩·大御·穿石·鹤顶(壹)	32881		atToughnessBase	122	122	0	5	3	5	10	atPoisonCriticalDamagePowerBase	488	488	5	3	6	45	atPoisonAttackPowerBase	295	295	5	3	8	57									5	14882			
3311	彩·大御·穿石·鹤顶(贰)	32882		atToughnessBase	244	244	0	5	3	7	20	atPoisonCriticalDamagePowerBase	975	975	5	3	8	50	atPoisonAttackPowerBase	589	589	5	3	10	62									5	14883			
3312	彩·大御·穿石·鹤顶(叁)	32883		atToughnessBase	366	366	0	5	3	9	30	atPoisonCriticalDamagePowerBase	1463	1463	5	3	10	55	atPoisonAttackPowerBase	884	884	5	3	12	67									5	14884			
3313	彩·大御·穿石·鹤顶(肆)	32884		atToughnessBase	488	488	0	5	3	11	40	atPoisonCriticalDamagePowerBase	1950	1950	5	3	12	60	atPoisonAttackPowerBase	1178	1178	5	3	14	72									5	14885			
3314	彩·大御·穿石·鹤顶(伍)	32885		atToughnessBase	609	609	0	5	3	13	45	atPoisonCriticalDamagePowerBase	2438	2438	5	3	14	75	atPoisonAttackPowerBase	1473	1473	5	3	16	90									5	14886			
3315	彩·大御·穿石·鹤顶(陆)	32886		atToughnessBase	731	731	0	5	3	14	50	atPoisonCriticalDamagePowerBase	2925	2925	5	3	16	90	atPoisonAttackPowerBase	1768	1768	5	3	18	108									5	0			
3316	彩·大御·穿石·腐心(壹)	32887		atToughnessBase	122	122	0	5	3	5	10	atPoisonCriticalDamagePowerBase	488	488	5	3	6	45	atPoisonOvercomeBase	975	975	5	3	8	57									5	14888			
3317	彩·大御·穿石·腐心(贰)	32888		atToughnessBase	244	244	0	5	3	7	20	atPoisonCriticalDamagePowerBase	975	975	5	3	8	50	atPoisonOvercomeBase	1950	1950	5	3	10	62									5	14889			
3318	彩·大御·穿石·腐心(叁)	32889		atToughnessBase	366	366	0	5	3	9	30	atPoisonCriticalDamagePowerBase	1463	1463	5	3	10	55	atPoisonOvercomeBase	2925	2925	5	3	12	67									5	14890			
3319	彩·大御·穿石·腐心(肆)	32890		atToughnessBase	488	488	0	5	3	11	40	atPoisonCriticalDamagePowerBase	1950	1950	5	3	12	60	atPoisonOvercomeBase	3900	3900	5	3	14	72									5	14891			
3320	彩·大御·穿石·腐心(伍)	32891		atToughnessBase	609	609	0	5	3	13	45	atPoisonCriticalDamagePowerBase	2438	2438	5	3	14	75	atPoisonOvercomeBase	4875	4875	5	3	16	90									5	14892			
3321	彩·大御·穿石·腐心(陆)	32892		atToughnessBase	731	731	0	5	3	14	50	atPoisonCriticalDamagePowerBase	2925	2925	5	3	16	90	atPoisonOvercomeBase	5850	5850	5	3	18	108									5	0			
3322	彩·大御·月华·激流(壹)	32893		atToughnessBase	122	122	0	5	3	5	10	atMagicCriticalDamagePowerBase	488	488	5	3	6	45	atMagicAttackPowerBase	295	295	5	3	8	57									5	14894			
3323	彩·大御·月华·激流(贰)	32894		atToughnessBase	244	244	0	5	3	7	20	atMagicCriticalDamagePowerBase	975	975	5	3	8	50	atMagicAttackPowerBase	589	589	5	3	10	62									5	14895			
3324	彩·大御·月华·激流(叁)	32895		atToughnessBase	366	366	0	5	3	9	30	atMagicCriticalDamagePowerBase	1463	1463	5	3	10	55	atMagicAttackPowerBase	884	884	5	3	12	67									5	14896			
3325	彩·大御·月华·激流(肆)	32896		atToughnessBase	488	488	0	5	3	11	40	atMagicCriticalDamagePowerBase	1950	1950	5	3	12	60	atMagicAttackPowerBase	1178	1178	5	3	14	72									5	14897			
3326	彩·大御·月华·激流(伍)	32897		atToughnessBase	609	609	0	5	3	13	45	atMagicCriticalDamagePowerBase	2438	2438	5	3	14	75	atMagicAttackPowerBase	1473	1473	5	3	16	90									5	14898			
3327	彩·大御·月华·激流(陆)	32898		atToughnessBase	731	731	0	5	3	14	50	atMagicCriticalDamagePowerBase	2925	2925	5	3	16	90	atMagicAttackPowerBase	1768	1768	5	3	18	108									5	0			
3328	彩·大御·月华·灭气(壹)	32899		atToughnessBase	122	122	0	5	3	5	10	atMagicCriticalDamagePowerBase	488	488	5	3	6	45	atMagicOvercome	975	975	5	3	8	57									5	14900			
3329	彩·大御·月华·灭气(贰)	32900		atToughnessBase	244	244	0	5	3	7	20	atMagicCriticalDamagePowerBase	975	975	5	3	8	50	atMagicOvercome	1950	1950	5	3	10	62									5	14901			
3330	彩·大御·月华·灭气(叁)	32901		atToughnessBase	366	366	0	5	3	9	30	atMagicCriticalDamagePowerBase	1463	1463	5	3	10	55	atMagicOvercome	2925	2925	5	3	12	67									5	14902			
3331	彩·大御·月华·灭气(肆)	32902		atToughnessBase	488	488	0	5	3	11	40	atMagicCriticalDamagePowerBase	1950	1950	5	3	12	60	atMagicOvercome	3900	3900	5	3	14	72									5	14903			
3332	彩·大御·月华·灭气(伍)	32903		atToughnessBase	609	609	0	5	3	13	45	atMagicCriticalDamagePowerBase	2438	2438	5	3	14	75	atMagicOvercome	4875	4875	5	3	16	90									5	14904			
3333	彩·大御·月华·灭气(陆)	32904		atToughnessBase	731	731	0	5	3	14	50	atMagicCriticalDamagePowerBase	2925	2925	5	3	16	90	atMagicOvercome	5850	5850	5	3	18	108									5	0			
3334	彩·大御·大化·烈阳(壹)	32905		atToughnessBase	122	122	0	5	3	5	10	atDecriticalDamagePowerBase	244	244	5	3	6	45	atSolarAttackPowerBase	295	295	5	3	8	57									5	14906			
3335	彩·大御·大化·烈阳(贰)	32906		atToughnessBase	244	244	0	5	3	7	20	atDecriticalDamagePowerBase	488	488	5	3	8	50	atSolarAttackPowerBase	589	589	5	3	10	62									5	14907			
3336	彩·大御·大化·烈阳(叁)	32907		atToughnessBase	366	366	0	5	3	9	30	atDecriticalDamagePowerBase	731	731	5	3	10	55	atSolarAttackPowerBase	884	884	5	3	12	67									5	14908			
3337	彩·大御·大化·烈阳(肆)	32908		atToughnessBase	488	488	0	5	3	11	40	atDecriticalDamagePowerBase	975	975	5	3	12	60	atSolarAttackPowerBase	1178	1178	5	3	14	72									5	14909			
3338	彩·大御·大化·烈阳(伍)	32909		atToughnessBase	609	609	0	5	3	13	45	atDecriticalDamagePowerBase	1219	1219	5	3	14	75	atSolarAttackPowerBase	1473	1473	5	3	16	90									5	14910			
3339	彩·大御·大化·烈阳(陆)	32910		atToughnessBase	731	731	0	5	3	14	50	atDecriticalDamagePowerBase	1463	1463	5	3	16	90	atSolarAttackPowerBase	1768	1768	5	3	18	108									5	0			
3340	彩·大御·大化·雷鸣(壹)	32911		atToughnessBase	122	122	0	5	3	5	10	atDecriticalDamagePowerBase	244	244	5	3	6	45	atNeutralAttackPowerBase	295	295	5	3	8	57									5	14912			
3341	彩·大御·大化·雷鸣(贰)	32912		atToughnessBase	244	244	0	5	3	7	20	atDecriticalDamagePowerBase	488	488	5	3	8	50	atNeutralAttackPowerBase	589	589	5	3	10	62									5	14913			
3342	彩·大御·大化·雷鸣(叁)	32913		atToughnessBase	366	366	0	5	3	9	30	atDecriticalDamagePowerBase	731	731	5	3	10	55	atNeutralAttackPowerBase	884	884	5	3	12	67									5	14914			
3343	彩·大御·大化·雷鸣(肆)	32914		atToughnessBase	488	488	0	5	3	11	40	atDecriticalDamagePowerBase	975	975	5	3	12	60	atNeutralAttackPowerBase	1178	1178	5	3	14	72									5	14915			
3344	彩·大御·大化·雷鸣(伍)	32915		atToughnessBase	609	609	0	5	3	13	45	atDecriticalDamagePowerBase	1219	1219	5	3	14	75	atNeutralAttackPowerBase	1473	1473	5	3	16	90									5	14916			
3345	彩·大御·大化·雷鸣(陆)	32916		atToughnessBase	731	731	0	5	3	14	50	atDecriticalDamagePowerBase	1463	1463	5	3	16	90	atNeutralAttackPowerBase	1768	1768	5	3	18	108									5	0			
3346	彩·大御·大化·霜冷(壹)	32917		atToughnessBase	122	122	0	5	3	5	10	atDecriticalDamagePowerBase	244	244	5	3	6	45	atLunarAttackPowerBase	295	295	5	3	8	57									5	14918			
3347	彩·大御·大化·霜冷(贰)	32918		atToughnessBase	244	244	0	5	3	7	20	atDecriticalDamagePowerBase	488	488	5	3	8	50	atLunarAttackPowerBase	589	589	5	3	10	62									5	14919			
3348	彩·大御·大化·霜冷(叁)	32919		atToughnessBase	366	366	0	5	3	9	30	atDecriticalDamagePowerBase	731	731	5	3	10	55	atLunarAttackPowerBase	884	884	5	3	12	67									5	14920			
3349	彩·大御·大化·霜冷(肆)	32920		atToughnessBase	488	488	0	5	3	11	40	atDecriticalDamagePowerBase	975	975	5	3	12	60	atLunarAttackPowerBase	1178	1178	5	3	14	72									5	14921			
3350	彩·大御·大化·霜冷(伍)	32921		atToughnessBase	609	609	0	5	3	13	45	atDecriticalDamagePowerBase	1219	1219	5	3	14	75	atLunarAttackPowerBase	1473	1473	5	3	16	90									5	14922			
3351	彩·大御·大化·霜冷(陆)	32922		atToughnessBase	731	731	0	5	3	14	50	atDecriticalDamagePowerBase	1463	1463	5	3	16	90	atLunarAttackPowerBase	1768	1768	5	3	18	108									5	0			
3352	彩·大御·大化·鹤顶(壹)	32923		atToughnessBase	122	122	0	5	3	5	10	atDecriticalDamagePowerBase	244	244	5	3	6	45	atPoisonAttackPowerBase	295	295	5	3	8	57									5	14924			
3353	彩·大御·大化·鹤顶(贰)	32924		atToughnessBase	244	244	0	5	3	7	20	atDecriticalDamagePowerBase	488	488	5	3	8	50	atPoisonAttackPowerBase	589	589	5	3	10	62									5	14925			
3354	彩·大御·大化·鹤顶(叁)	32925		atToughnessBase	366	366	0	5	3	9	30	atDecriticalDamagePowerBase	731	731	5	3	10	55	atPoisonAttackPowerBase	884	884	5	3	12	67									5	14926			
3355	彩·大御·大化·鹤顶(肆)	32926		atToughnessBase	488	488	0	5	3	11	40	atDecriticalDamagePowerBase	975	975	5	3	12	60	atPoisonAttackPowerBase	1178	1178	5	3	14	72									5	14927			
3356	彩·大御·大化·鹤顶(伍)	32927		atToughnessBase	609	609	0	5	3	13	45	atDecriticalDamagePowerBase	1219	1219	5	3	14	75	atPoisonAttackPowerBase	1473	1473	5	3	16	90									5	14928			
3357	彩·大御·大化·鹤顶(陆)	32928		atToughnessBase	731	731	0	5	3	14	50	atDecriticalDamagePowerBase	1463	1463	5	3	16	90	atPoisonAttackPowerBase	1768	1768	5	3	18	108									5	0			
3358	彩·大御·大化·激流(壹)	32929		atToughnessBase	122	122	0	5	3	5	10	atDecriticalDamagePowerBase	244	244	5	3	6	45	atMagicAttackPowerBase	295	295	5	3	8	57									5	14930			
3359	彩·大御·大化·激流(贰)	32930		atToughnessBase	244	244	0	5	3	7	20	atDecriticalDamagePowerBase	488	488	5	3	8	50	atMagicAttackPowerBase	589	589	5	3	10	62									5	14931			
3360	彩·大御·大化·激流(叁)	32931		atToughnessBase	366	366	0	5	3	9	30	atDecriticalDamagePowerBase	731	731	5	3	10	55	atMagicAttackPowerBase	884	884	5	3	12	67									5	14932			
3361	彩·大御·大化·激流(肆)	32932		atToughnessBase	488	488	0	5	3	11	40	atDecriticalDamagePowerBase	975	975	5	3	12	60	atMagicAttackPowerBase	1178	1178	5	3	14	72									5	14933			
3362	彩·大御·大化·激流(伍)	32933		atToughnessBase	609	609	0	5	3	13	45	atDecriticalDamagePowerBase	1219	1219	5	3	14	75	atMagicAttackPowerBase	1473	1473	5	3	16	90									5	14934			
3363	彩·大御·大化·激流(陆)	32934		atToughnessBase	731	731	0	5	3	14	50	atDecriticalDamagePowerBase	1463	1463	5	3	16	90	atMagicAttackPowerBase	1768	1768	5	3	18	108									5	0			
3364	彩·大御·大化·日炎(壹)	32935		atToughnessBase	122	122	0	5	3	5	10	atDecriticalDamagePowerBase	244	244	5	3	6	45	atSolarOvercomeBase	975	975	5	3	8	57									5	14936			
3365	彩·大御·大化·日炎(贰)	32936		atToughnessBase	244	244	0	5	3	7	20	atDecriticalDamagePowerBase	488	488	5	3	8	50	atSolarOvercomeBase	1950	1950	5	3	10	62									5	14937			
3366	彩·大御·大化·日炎(叁)	32937		atToughnessBase	366	366	0	5	3	9	30	atDecriticalDamagePowerBase	731	731	5	3	10	55	atSolarOvercomeBase	2925	2925	5	3	12	67									5	14938			
3367	彩·大御·大化·日炎(肆)	32938		atToughnessBase	488	488	0	5	3	11	40	atDecriticalDamagePowerBase	975	975	5	3	12	60	atSolarOvercomeBase	3900	3900	5	3	14	72									5	14939			
3368	彩·大御·大化·日炎(伍)	32939		atToughnessBase	609	609	0	5	3	13	45	atDecriticalDamagePowerBase	1219	1219	5	3	14	75	atSolarOvercomeBase	4875	4875	5	3	16	90									5	14940			
3369	彩·大御·大化·日炎(陆)	32940		atToughnessBase	731	731	0	5	3	14	50	atDecriticalDamagePowerBase	1463	1463	5	3	16	90	atSolarOvercomeBase	5850	5850	5	3	18	108									5	0			
3370	彩·大御·大化·混沌(壹)	32941		atToughnessBase	122	122	0	5	3	5	10	atDecriticalDamagePowerBase	244	244	5	3	6	45	atNeutralOvercomeBase	975	975	5	3	8	57									5	14942			
3371	彩·大御·大化·混沌(贰)	32942		atToughnessBase	244	244	0	5	3	7	20	atDecriticalDamagePowerBase	488	488	5	3	8	50	atNeutralOvercomeBase	1950	1950	5	3	10	62									5	14943			
3372	彩·大御·大化·混沌(叁)	32943		atToughnessBase	366	366	0	5	3	9	30	atDecriticalDamagePowerBase	731	731	5	3	10	55	atNeutralOvercomeBase	2925	2925	5	3	12	67									5	14944			
3373	彩·大御·大化·混沌(肆)	32944		atToughnessBase	488	488	0	5	3	11	40	atDecriticalDamagePowerBase	975	975	5	3	12	60	atNeutralOvercomeBase	3900	3900	5	3	14	72									5	14945			
3374	彩·大御·大化·混沌(伍)	32945		atToughnessBase	609	609	0	5	3	13	45	atDecriticalDamagePowerBase	1219	1219	5	3	14	75	atNeutralOvercomeBase	4875	4875	5	3	16	90									5	14946			
3375	彩·大御·大化·混沌(陆)	32946		atToughnessBase	731	731	0	5	3	14	50	atDecriticalDamagePowerBase	1463	1463	5	3	16	90	atNeutralOvercomeBase	5850	5850	5	3	18	108									5	0			
3376	彩·大御·大化·冻髓(壹)	32947		atToughnessBase	122	122	0	5	3	5	10	atDecriticalDamagePowerBase	244	244	5	3	6	45	atLunarOvercomeBase	975	975	5	3	8	57									5	14948			
3377	彩·大御·大化·冻髓(贰)	32948		atToughnessBase	244	244	0	5	3	7	20	atDecriticalDamagePowerBase	488	488	5	3	8	50	atLunarOvercomeBase	1950	1950	5	3	10	62									5	14949			
3378	彩·大御·大化·冻髓(叁)	32949		atToughnessBase	366	366	0	5	3	9	30	atDecriticalDamagePowerBase	731	731	5	3	10	55	atLunarOvercomeBase	2925	2925	5	3	12	67									5	14950			
3379	彩·大御·大化·冻髓(肆)	32950		atToughnessBase	488	488	0	5	3	11	40	atDecriticalDamagePowerBase	975	975	5	3	12	60	atLunarOvercomeBase	3900	3900	5	3	14	72									5	14951			
3380	彩·大御·大化·冻髓(伍)	32951		atToughnessBase	609	609	0	5	3	13	45	atDecriticalDamagePowerBase	1219	1219	5	3	14	75	atLunarOvercomeBase	4875	4875	5	3	16	90									5	14952			
3381	彩·大御·大化·冻髓(陆)	32952		atToughnessBase	731	731	0	5	3	14	50	atDecriticalDamagePowerBase	1463	1463	5	3	16	90	atLunarOvercomeBase	5850	5850	5	3	18	108									5	0			
3382	彩·大御·大化·腐心(壹)	32953		atToughnessBase	122	122	0	5	3	5	10	atDecriticalDamagePowerBase	244	244	5	3	6	45	atPoisonOvercomeBase	975	975	5	3	8	57									5	14954			
3383	彩·大御·大化·腐心(贰)	32954		atToughnessBase	244	244	0	5	3	7	20	atDecriticalDamagePowerBase	488	488	5	3	8	50	atPoisonOvercomeBase	1950	1950	5	3	10	62									5	14955			
3384	彩·大御·大化·腐心(叁)	32955		atToughnessBase	366	366	0	5	3	9	30	atDecriticalDamagePowerBase	731	731	5	3	10	55	atPoisonOvercomeBase	2925	2925	5	3	12	67									5	14956			
3385	彩·大御·大化·腐心(肆)	32956		atToughnessBase	488	488	0	5	3	11	40	atDecriticalDamagePowerBase	975	975	5	3	12	60	atPoisonOvercomeBase	3900	3900	5	3	14	72									5	14957			
3386	彩·大御·大化·腐心(伍)	32957		atToughnessBase	609	609	0	5	3	13	45	atDecriticalDamagePowerBase	1219	1219	5	3	14	75	atPoisonOvercomeBase	4875	4875	5	3	16	90									5	14958			
3387	彩·大御·大化·腐心(陆)	32958		atToughnessBase	731	731	0	5	3	14	50	atDecriticalDamagePowerBase	1463	1463	5	3	16	90	atPoisonOvercomeBase	5850	5850	5	3	18	108									5	0			
3388	彩·大御·大化·灭气(壹)	32959		atToughnessBase	122	122	0	5	3	5	10	atDecriticalDamagePowerBase	244	244	5	3	6	45	atMagicOvercome	975	975	5	3	8	57									5	14960			
3389	彩·大御·大化·灭气(贰)	32960		atToughnessBase	244	244	0	5	3	7	20	atDecriticalDamagePowerBase	488	488	5	3	8	50	atMagicOvercome	1950	1950	5	3	10	62									5	14961			
3390	彩·大御·大化·灭气(叁)	32961		atToughnessBase	366	366	0	5	3	9	30	atDecriticalDamagePowerBase	731	731	5	3	10	55	atMagicOvercome	2925	2925	5	3	12	67									5	14962			
3391	彩·大御·大化·灭气(肆)	32962		atToughnessBase	488	488	0	5	3	11	40	atDecriticalDamagePowerBase	975	975	5	3	12	60	atMagicOvercome	3900	3900	5	3	14	72									5	14963			
3392	彩·大御·大化·灭气(伍)	32963		atToughnessBase	609	609	0	5	3	13	45	atDecriticalDamagePowerBase	1219	1219	5	3	14	75	atMagicOvercome	4875	4875	5	3	16	90									5	14964			
3393	彩·大御·大化·灭气(陆)	32964		atToughnessBase	731	731	0	5	3	14	50	atDecriticalDamagePowerBase	1463	1463	5	3	16	90	atMagicOvercome	5850	5850	5	3	18	108									5	0			
3394	彩·大御·大化·浴火(壹)	32965		atToughnessBase	122	122	0	5	3	5	10	atDecriticalDamagePowerBase	244	244	5	3	6	45	atSolarCriticalDamagePowerBase	975	975	5	3	8	57									5	14966			
3395	彩·大御·大化·浴火(贰)	32966		atToughnessBase	244	244	0	5	3	7	20	atDecriticalDamagePowerBase	488	488	5	3	8	50	atSolarCriticalDamagePowerBase	1950	1950	5	3	10	62									5	14967			
3396	彩·大御·大化·浴火(叁)	32967		atToughnessBase	366	366	0	5	3	9	30	atDecriticalDamagePowerBase	731	731	5	3	10	55	atSolarCriticalDamagePowerBase	2925	2925	5	3	12	67									5	14968			
3397	彩·大御·大化·浴火(肆)	32968		atToughnessBase	488	488	0	5	3	11	40	atDecriticalDamagePowerBase	975	975	5	3	12	60	atSolarCriticalDamagePowerBase	3900	3900	5	3	14	72									5	14969			
3398	彩·大御·大化·浴火(伍)	32969		atToughnessBase	609	609	0	5	3	13	45	atDecriticalDamagePowerBase	1219	1219	5	3	14	75	atSolarCriticalDamagePowerBase	4875	4875	5	3	16	90									5	14970			
3399	彩·大御·大化·浴火(陆)	32970		atToughnessBase	731	731	0	5	3	14	50	atDecriticalDamagePowerBase	1463	1463	5	3	16	90	atSolarCriticalDamagePowerBase	5850	5850	5	3	18	108									5	0			
3400	彩·大御·大化·霹雳(壹)	32971		atToughnessBase	122	122	0	5	3	5	10	atDecriticalDamagePowerBase	244	244	5	3	6	45	atNeutralCriticalDamagePowerBase	975	975	5	3	8	57									5	14972			
3401	彩·大御·大化·霹雳(贰)	32972		atToughnessBase	244	244	0	5	3	7	20	atDecriticalDamagePowerBase	488	488	5	3	8	50	atNeutralCriticalDamagePowerBase	1950	1950	5	3	10	62									5	14973			
3402	彩·大御·大化·霹雳(叁)	32973		atToughnessBase	366	366	0	5	3	9	30	atDecriticalDamagePowerBase	731	731	5	3	10	55	atNeutralCriticalDamagePowerBase	2925	2925	5	3	12	67									5	14974			
3403	彩·大御·大化·霹雳(肆)	32974		atToughnessBase	488	488	0	5	3	11	40	atDecriticalDamagePowerBase	975	975	5	3	12	60	atNeutralCriticalDamagePowerBase	3900	3900	5	3	14	72									5	14975			
3404	彩·大御·大化·霹雳(伍)	32975		atToughnessBase	609	609	0	5	3	13	45	atDecriticalDamagePowerBase	1219	1219	5	3	14	75	atNeutralCriticalDamagePowerBase	4875	4875	5	3	16	90									5	14976			
3405	彩·大御·大化·霹雳(陆)	32976		atToughnessBase	731	731	0	5	3	14	50	atDecriticalDamagePowerBase	1463	1463	5	3	16	90	atNeutralCriticalDamagePowerBase	5850	5850	5	3	18	108									5	0			
3406	彩·大御·大化·杯雪(壹)	32977		atToughnessBase	122	122	0	5	3	5	10	atDecriticalDamagePowerBase	244	244	5	3	6	45	atLunarCriticalDamagePowerBase	975	975	5	3	8	57									5	14978			
